review_id,spot_name,city,province,travel_type,season,travel_month,trip_days,cost_cny_per_person,is_revisit,rating,review_text,recommend_index_raw,helpful_votes
TR024175,人祖山景区,临汾,山西,亲子出游,冬季,10,4,1352,否,5,10月去的人祖山景区，和朋友出行。地点在临汾，公交换乘方便，现场人不算多。这次玩了4天，人均花费约1352元，氛围感不错。景点印象：景点本身有一定特色整体感受是挺惊喜，以后还会来。二刷意愿：否。,0%,57
TR024176,麻蓝头岛,钦州,广西,亲子出游,春季,2,5,1621,否,4,2月去的麻蓝头岛，和朋友出行。地点在钦州，自驾停车需要提前规划，现场人流量适中。这次玩了5天，人均花费约1621元，夜景表现很好。景点印象：景点本身有一定特色整体感受是体验挺好，周末来刚好。二刷意愿：否。,0%,50
TR024177,瑞云寺,朔州,山西,亲子出游,冬季,11,1,203,是,5,11月去的瑞云寺，和朋友出行。地点在朔州，打车比较省心，现场人流量适中。这次玩了1天，人均花费约203元，历史文化气息浓。景点印象：瑞云寺，位于山阴县沙家寺村。全部建筑原有山门、钟鼓二楼、东西厢房、瑞云宝殿、大雄宝殿、谦公和尚寿塔、砖塔等。据旧志书记载，寺始建于金代明昌二年（1191），明、清、民国时期，皆有修茸。谦公和尚寿塔，建在瑞云宝殿之后，为元延佑五年（1318…整体感受是超出预期，以后还会来。二刷意愿：是。,0%,57
TR024178,嘎娃嘎普,怒江,云南,周末短途,春季,1,2,397,是,4,"1月去的嘎娃嘎普，一个人出行。地点在怒江，公交换乘方便，现场游客较多。这次玩了2天，人均花费约397元，氛围感不错。景点印象：嘎哇嘎普，意为高大的雪山，位于云南省怒江傈僳族自治州贡山独龙族怒族自治县丙中洛乡的西面，是丙中洛十大神山之首，终年积雪，有现代冰川、冰蚀湖分布，海拔5128米，是丙中洛最高的山峰，也是怒江傈僳族自治州的最高峰。
嘎哇嘎普自古以来就是人…整体感受是还蛮满意，可以安排半天到一天。二刷意愿：是。",1%,82
TR024179,陕西汉中朱鹮国家级自然保护区,汉中,陕西,拍照旅行,夏季,5,5,1214,否,5,5月去的陕西汉中朱鹮国家级自然保护区，情侣出行。地点在汉中，自驾停车需要提前规划，现场游客较多。这次玩了5天，人均花费约1214元，拍照很出片。景点印象：景点本身有一定特色整体感受是特别满意，很推荐。二刷意愿：否。,1%,74
TR024180,谢非故居,汕尾,广东,文化打卡,夏季,5,2,530,是,5,5月去的谢非故居，一个人出行。地点在汕尾，公交换乘方便，现场游客较多。这次玩了2天，人均花费约530元，拍照很出片。景点印象：周边配套比较齐全整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,49
TR024181,南宁极地海洋世界,南宁,广西,文化打卡,冬季,9,1,712,是,4,9月去的南宁极地海洋世界，情侣出行。地点在南宁，公交换乘方便，现场人流量适中。这次玩了1天，人均花费约712元，氛围感不错。景点印象：周边配套比较齐全整体感受是体验挺好，周末来刚好。二刷意愿：是。,0%,66
TR024182,潞王陵,新乡,河南,城市漫游,秋季,6,1,557,是,5,6月去的潞王陵，和朋友出行。地点在新乡，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约557元，夜景表现很好。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,0%,68
TR024183,鄂州大桥村四季花海,鄂州,湖北,深度游,冬季,9,1,462,是,5,9月去的鄂州大桥村四季花海，一个人出行。地点在鄂州，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约462元，夜景表现很好。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,62
TR024184,江南小布达拉宫,衢州,浙江,深度游,春季,1,2,800,否,4,1月去的江南小布达拉宫，情侣出行。地点在衢州，打车比较省心，现场人不算多。这次玩了2天，人均花费约800元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是整体不错，推荐来看看。二刷意愿：否。,1%,102
TR024185,宁古塔城遗址,牡丹江,黑龙江,亲子出游,夏季,3,4,1035,是,5,3月去的宁古塔城遗址，一个人出行。地点在牡丹江，打车比较省心，现场游客较多。这次玩了4天，人均花费约1035元，氛围感不错。景点印象：周边配套比较齐全整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,0%,80
TR024186,寸金桥公园,湛江,广东,周末短途,冬季,10,3,1087,否,3,10月去的寸金桥公园，和朋友出行。地点在湛江，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约1087元，历史文化气息浓。景点印象：寸金桥公园不但风景秀丽，环境幽雅，而且还是湛江市政府定为爱国主义教育的基地。记载着湛江市人民抗法斗争英雄的寸金桥，从公园月影湖的排水渠上跨过，把公园北苑和圮苑两大景区分开。抗法英雄塑象庄严地沾立在公园大门宽敞的广场上，正气凛然，威…整体感受是还可以，别抱太高期待。二刷意愿：否。,8%,47
TR024187,仙霞古道,衢州,浙江,拍照旅行,春季,12,2,371,是,5,12月去的仙霞古道，情侣出行。地点在衢州，地铁到达方便，现场高峰时段比较拥挤。这次玩了2天，人均花费约371元，氛围感不错。景点印象：景点本身有一定特色整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,99
TR024188,博雅美术馆,广安,四川,深度游,夏季,3,1,454,是,5,3月去的博雅美术馆，情侣出行。地点在广安，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约454元，氛围感不错。景点印象：景点本身有一定特色整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,88
TR024189,巨型睡佛,乐山,四川,周末短途,冬季,11,2,712,是,4,11月去的巨型睡佛，和家人出行。地点在乐山，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约712元，拍照很出片。景点印象：整体环境还算干净整体感受是还蛮满意，推荐来看看。二刷意愿：是。,9%,68
TR024190,鹤伴山,滨州,山东,亲子出游,冬季,9,1,235,是,5,9月去的鹤伴山，情侣出行。地点在滨州，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约235元，夜景表现很好。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,104
TR024191,黄河楼,兰州,甘肃,拍照旅行,春季,1,2,753,是,4,1月去的黄河楼，一个人出行。地点在兰州，打车比较省心，现场人流量适中。这次玩了2天，人均花费约753元，历史文化气息浓。景点印象：整体环境还算干净整体感受是整体不错，可以安排半天到一天。二刷意愿：是。,0%,102
TR024192,万峰林夕观落日营地,黔西南,贵州,周末短途,冬季,11,4,790,是,5,11月去的万峰林夕观落日营地，情侣出行。地点在黔西南，打车比较省心，现场人流量适中。这次玩了4天，人均花费约790元，氛围感不错。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,0%,62
TR024193,横琴口岸,珠海,广东,文化打卡,春季,1,2,675,是,5,1月去的横琴口岸，和家人出行。地点在珠海，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约675元，拍照很出片。景点印象：周边配套比较齐全整体感受是特别满意，以后还会来。二刷意愿：是。,2%,61
TR024194,张家界,益阳,湖南,拍照旅行,秋季,7,3,1237,是,5,7月去的张家界，和朋友出行。地点在益阳，打车比较省心，现场人流量适中。这次玩了3天，人均花费约1237元，历史文化气息浓。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：是。,0%,82
TR024195,康家石门子岩画,昌吉,新疆,拍照旅行,冬季,10,6,1112,是,5,10月去的康家石门子岩画，和朋友出行。地点在昌吉，公交换乘方便，现场高峰时段比较拥挤。这次玩了6天，人均花费约1112元，氛围感不错。景点印象：景点本身有一定特色整体感受是挺惊喜，以后还会来。二刷意愿：是。,0%,103
TR024196,五指山大水河,琼中,海南,亲子出游,夏季,5,1,433,是,5,5月去的五指山大水河，一个人出行。地点在琼中，地铁到达方便，现场游客较多。这次玩了1天，人均花费约433元，氛围感不错。景点印象：整体环境还算干净整体感受是特别满意，以后还会来。二刷意愿：是。,0%,83
TR024197,海滨公园,湛江,广东,城市漫游,夏季,4,1,1059,是,5,4月去的海滨公园，和朋友出行。地点在湛江，自驾停车需要提前规划，现场人不算多。这次玩了1天，人均花费约1059元，拍照很出片。景点印象：海滨公园一个充满亚热带海洋风光的公园，公园以植物景观和生态造景为主。整体感受是特别满意，值得专门打卡。二刷意愿：是。,16%,72
TR024198,威沙子沟,通化,吉林,深度游,冬季,11,2,1019,是,4,11月去的威沙子沟，情侣出行。地点在通化，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约1019元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是体验挺好，可以安排半天到一天。二刷意愿：是。,0%,56
TR024199,茂名市珍稀植物园,茂名,广东,拍照旅行,春季,2,3,463,否,3,2月去的茂名市珍稀植物园，和朋友出行。地点在茂名，公交换乘方便，现场游客较多。这次玩了3天，人均花费约463元，氛围感不错。景点印象：整体环境还算干净整体感受是体验一般，别抱太高期待。二刷意愿：否。,0%,71
TR024200,嘎娃嘎普,怒江,云南,周末短途,夏季,3,3,801,否,4,"3月去的嘎娃嘎普，情侣出行。地点在怒江，地铁到达方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约801元，历史文化气息浓。景点印象：嘎哇嘎普，意为高大的雪山，位于云南省怒江傈僳族自治州贡山独龙族怒族自治县丙中洛乡的西面，是丙中洛十大神山之首，终年积雪，有现代冰川、冰蚀湖分布，海拔5128米，是丙中洛最高的山峰，也是怒江傈僳族自治州的最高峰。
嘎哇嘎普自古以来就是人…整体感受是整体不错，可以安排半天到一天。二刷意愿：否。",1%,55
TR024201,宝贝厨房亲子活动,新余,江西,城市漫游,秋季,7,5,1199,否,5,7月去的宝贝厨房亲子活动，和朋友出行。地点在新余，自驾停车需要提前规划，现场人流量适中。这次玩了5天，人均花费约1199元，历史文化气息浓。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：否。,0%,102
TR024202,丙中洛茶马驿道,怒江,云南,文化打卡,夏季,4,2,719,否,2,4月去的丙中洛茶马驿道，和朋友出行。地点在怒江，地铁到达方便，现场人流量适中。这次玩了2天，人均花费约719元，历史文化气息浓。景点印象：丙中洛茶马驿道是一条从贡山通往西藏的人马驿道。驿道穿越青藏高原与云贵高原转换的整个地带。途中地形、地貌独特，风光优美，景色无以伦比，瀑布无数，珍稀生物繁多，且不乏危险。全程步行，约四－五天时间，到达西藏的察瓦洛。该人马驿道是当年解…整体感受是体验偏一般，建议谨慎前往。二刷意愿：否。,1%,48
TR024203,明永冰川,迪庆,云南,周末短途,秋季,7,6,1497,否,5,7月去的明永冰川，情侣出行。地点在迪庆，地铁到达方便，现场人流量适中。这次玩了6天，人均花费约1497元，历史文化气息浓。景点印象：登上冰川观景台，近距离感受冰川和卡瓦格博的壮美。整体感受是特别满意，值得专门打卡。二刷意愿：否。,3%,70
TR024204,梧州古墓群,梧州,广西,周末短途,冬季,10,6,1500,否,3,10月去的梧州古墓群，一个人出行。地点在梧州，地铁到达方便，现场人流量适中。这次玩了6天，人均花费约1500元，氛围感不错。景点印象：位于市区的云盖山、螺山、莲花山一带，范围较分散。墓葬年代多数是西汉、东汉和两晋时期的，出土文物有大量的陶器、铜器、瓷器等。这表明梧州自汉代以来就是中国南方地区的一座重镇。整体感受是中规中矩，按需选择。二刷意愿：否。,0%,48
TR024205,锣鼓山,广安,四川,拍照旅行,夏季,5,3,863,是,4,5月去的锣鼓山，和家人出行。地点在广安，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约863元，夜景表现很好。景点印象：整体环境还算干净整体感受是整体不错，周末来刚好。二刷意愿：是。,0%,67
TR024206,入学村公庙,东方,海南,亲子出游,秋季,6,5,1139,否,5,6月去的入学村公庙，和朋友出行。地点在东方，公交换乘方便，现场人不算多。这次玩了5天，人均花费约1139元，拍照很出片。景点印象：周边配套比较齐全整体感受是特别满意，值得专门打卡。二刷意愿：否。,0%,87
TR024207,松庄村,丽水,浙江,亲子出游,夏季,3,7,1539,是,5,3月去的松庄村，和家人出行。地点在丽水，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了7天，人均花费约1539元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是特别满意，很推荐。二刷意愿：是。,0%,82
TR024208,鼎翔生态旅游度假区,盘锦,辽宁,周末短途,夏季,3,5,1356,是,3,3月去的鼎翔生态旅游度假区，和家人出行。地点在盘锦，公交换乘方便，现场人流量适中。这次玩了5天，人均花费约1356元，氛围感不错。景点印象：景点本身有一定特色整体感受是中规中矩，避开高峰更好。二刷意愿：是。,2%,82
TR024209,子房湖,焦作,河南,亲子出游,秋季,7,4,1117,是,5,7月去的子房湖，一个人出行。地点在焦作，公交换乘方便，现场人流量适中。这次玩了4天，人均花费约1117元，氛围感不错。景点印象：整体环境还算干净整体感受是超出预期，很推荐。二刷意愿：是。,24%,69
TR024210,南湖,岳阳,湖南,文化打卡,春季,2,1,120,是,5,2月去的南湖，和家人出行。地点在岳阳，自驾停车需要提前规划，现场游客较多。这次玩了1天，人均花费约120元，夜景表现很好。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：是。,10%,91
TR024211,卓木拉日雪山,日喀则,西藏,拍照旅行,秋季,8,1,438,否,5,8月去的卓木拉日雪山，和朋友出行。地点在日喀则，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了1天，人均花费约438元，拍照很出片。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：否。,2%,71
TR024212,古纳卡傣族文化园,西双版纳,云南,文化打卡,冬季,9,3,466,是,5,9月去的古纳卡傣族文化园，和家人出行。地点在西双版纳，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了3天，人均花费约466元，夜景表现很好。景点印象：整体环境还算干净整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,0%,36
TR024213,六尺巷,安庆,安徽,城市漫游,春季,2,1,914,是,5,2月去的六尺巷，和家人出行。地点在安庆，地铁到达方便，现场游客较多。这次玩了1天，人均花费约914元，夜景表现很好。景点印象：景点本身有一定特色整体感受是特别满意，以后还会来。二刷意愿：是。,0%,49
TR024214,神州牡丹园,洛阳,河南,文化打卡,冬季,9,1,579,是,5,9月去的神州牡丹园，和朋友出行。地点在洛阳，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约579元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,4%,85
TR024215,青澳湾,汕头,广东,亲子出游,秋季,7,1,498,否,4,7月去的青澳湾，和家人出行。地点在汕头，公交换乘方便，现场人不算多。这次玩了1天，人均花费约498元，夜景表现很好。景点印象：南澳岛上最漂亮的海湾，沙滩坡度平缓，非常适合游泳。整体感受是还蛮满意，可以安排半天到一天。二刷意愿：否。,15%,77
TR024216,双溪,自贡,四川,拍照旅行,秋季,7,4,853,是,5,7月去的双溪，和朋友出行。地点在自贡，地铁到达方便，现场高峰时段比较拥挤。这次玩了4天，人均花费约853元，氛围感不错。景点印象：双溪，即梧枫水与寿水河这双溪汇合之处，是一个风水绝佳之地，位于荣县城西约2公里的旭水河源头。早年，这里有“书阁”，就是古荣州的图书馆；有“双溪王氏石穴”，就是北宋黄山谷题字的“地仙洞”，还有南宋诗人－容州通判陆游最喜爱的梅树。正是…整体感受是特别满意，很推荐。二刷意愿：是。,0%,56
TR024217,进贤门城楼,揭阳,广东,文化打卡,夏季,5,1,531,否,4,5月去的进贤门城楼，和朋友出行。地点在揭阳，地铁到达方便，现场游客较多。这次玩了1天，人均花费约531元，拍照很出片。景点印象：景点本身有一定特色整体感受是整体不错，周末来刚好。二刷意愿：否。,0%,79
TR024218,雅丹地质公园,酒泉,甘肃,拍照旅行,夏季,4,2,807,否,3,4月去的雅丹地质公园，和朋友出行。地点在酒泉，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约807元，历史文化气息浓。景点印象：观赏造型各异的雅丹地貌群，景色奇幻壮观，是拍出摄影大片的绝妙地点。整体感受是体验一般，按需选择。二刷意愿：否。,49%,72
TR024219,西山风景名胜区,贵港,广西,城市漫游,夏季,4,1,739,否,4,4月去的西山风景名胜区，一个人出行。地点在贵港，打车比较省心，现场高峰时段比较拥挤。这次玩了1天，人均花费约739元，氛围感不错。景点印象：穿行于山林间，欣赏奇峰怪石；探访龙华古寺，领略佛教文化。整体感受是整体不错，可以安排半天到一天。二刷意愿：否。,30%,130
TR024220,墨园村,惠州,广东,拍照旅行,夏季,4,3,651,是,5,4月去的墨园村，和朋友出行。地点在惠州，地铁到达方便，现场游客较多。这次玩了3天，人均花费约651元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是超出预期，以后还会来。二刷意愿：是。,0%,53
TR024221,中国长寿城,眉山,四川,城市漫游,春季,2,2,834,是,5,"2月去的中国长寿城，一个人出行。地点在眉山，公交换乘方便，现场人不算多。这次玩了2天，人均花费约834元，夜景表现很好。景点印象：彭山，是汉张纲晋李密的故乡，城市雕塑""忠孝之邦""，成为彭山人弘扬传统美德的警示与见证；彭山，是古代长寿老人彭祖的生栖之地，长寿文化源远流长，据全国第四次人口普查表明，彭山百岁老人的比例高出全国平均水平的17倍；彭山，是世界茶叶的发源地…整体感受是特别满意，很推荐。二刷意愿：是。",0%,91
TR024222,报恩塔,镇江,江苏,城市漫游,夏季,3,1,80,是,5,3月去的报恩塔，一个人出行。地点在镇江，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约80元，氛围感不错。景点印象：景点本身有一定特色整体感受是超出预期，值得专门打卡。二刷意愿：是。,1%,105
TR024223,丽江古城,丽江,云南,深度游,春季,1,2,1094,是,5,1月去的丽江古城，情侣出行。地点在丽江，自驾停车需要提前规划，现场人流量适中。这次玩了2天，人均花费约1094元，夜景表现很好。景点印象：世界文化遗产，历经八百年的古镇依然小桥流水，古朴悠闲。整体感受是挺惊喜，值得专门打卡。二刷意愿：是。,73%,51
TR024224,淮南市图书馆,淮南,安徽,拍照旅行,冬季,11,2,649,否,5,11月去的淮南市图书馆，情侣出行。地点在淮南，公交换乘方便，现场人不算多。这次玩了2天，人均花费约649元，夜景表现很好。景点印象：景点本身有一定特色整体感受是特别满意，很推荐。二刷意愿：否。,0%,68
TR024225,弥勒圣坛,宁波,浙江,亲子出游,秋季,6,3,758,是,5,6月去的弥勒圣坛，一个人出行。地点在宁波，地铁到达方便，现场人流量适中。这次玩了3天，人均花费约758元，历史文化气息浓。景点印象：周边配套比较齐全整体感受是特别满意，值得专门打卡。二刷意愿：是。,0%,97
TR024226,天池寺,自贡,四川,深度游,夏季,4,2,779,是,4,4月去的天池寺，和朋友出行。地点在自贡，公交换乘方便，现场游客较多。这次玩了2天，人均花费约779元，氛围感不错。景点印象：周边配套比较齐全整体感受是整体不错，可以安排半天到一天。二刷意愿：是。,0%,55
TR024227,狗熊岭,牡丹江,黑龙江,深度游,春季,2,1,651,是,3,2月去的狗熊岭，和家人出行。地点在牡丹江，打车比较省心，现场人流量适中。这次玩了1天，人均花费约651元，历史文化气息浓。景点印象：穿越羊草山感受林海雪原，这里也是观日出之胜地。整体感受是体验一般，按需选择。二刷意愿：是。,18%,65
TR024228,后峡,平凉,甘肃,周末短途,秋季,6,3,894,否,5,6月去的后峡，和朋友出行。地点在平凉，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约894元，拍照很出片。景点印象：整体环境还算干净整体感受是超出预期，值得专门打卡。二刷意愿：否。,0%,77
TR024229,室韦俄罗斯民族乡,呼伦贝尔,内蒙古,城市漫游,秋季,6,1,485,是,5,6月去的室韦俄罗斯民族乡，和朋友出行。地点在呼伦贝尔，公交换乘方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约485元，历史文化气息浓。景点印象：额尔古纳河畔的小镇，优美的田园风光和异域风情结合，宛如童话般迷人的世界。整体感受是挺惊喜，很推荐。二刷意愿：是。,26%,98
TR024230,鹦哥岭自然生态体验区,琼中,海南,周末短途,秋季,7,3,526,否,4,7月去的鹦哥岭自然生态体验区，和朋友出行。地点在琼中，公交换乘方便，现场高峰时段比较拥挤。这次玩了3天，人均花费约526元，夜景表现很好。景点印象：整体环境还算干净整体感受是体验挺好，推荐来看看。二刷意愿：否。,0%,70
TR024231,鄂豫皖苏区首府烈士陵园,信阳,河南,城市漫游,春季,1,3,553,否,5,"1月去的鄂豫皖苏区首府烈士陵园，一个人出行。地点在信阳，自驾停车需要提前规划，现场游客较多。这次玩了3天，人均花费约553元，历史文化气息浓。景点印象：鄂豫皖苏区革命烈士陵园建于1957年、占地330亩由大门、烈士浮雕墙、烈士纪念碑、烈士纪念堂、革命斗争史陈列室、吴焕先半身塑像、烈士纪念亭、烈士墓地八大部分组成。
大门 为现代建筑，园名由原国家主席李先念亲笔题写。
烈士浮雕墙 用花岗岩雕塑…整体感受是超出预期，值得专门打卡。二刷意愿：否。",0%,42
TR024232,紫霄宫,十堰,湖北,城市漫游,夏季,3,1,386,否,4,3月去的紫霄宫，和家人出行。地点在十堰，地铁到达方便，现场高峰时段比较拥挤。这次玩了1天，人均花费约386元，夜景表现很好。景点印象：明代的“国家祈福之地”，紫宵大殿在明代只供皇帝朝拜，殿中的真武大帝等塑像都是明代的珍品。整体感受是体验挺好，可以安排半天到一天。二刷意愿：否。,43%,79
TR024233,历史文化长廊,梧州,广西,深度游,夏季,4,1,781,否,4,4月去的历史文化长廊，一个人出行。地点在梧州，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了1天，人均花费约781元，拍照很出片。景点印象：周边配套比较齐全整体感受是还蛮满意，周末来刚好。二刷意愿：否。,0%,73
TR024234,玄素洞景区,咸宁,湖北,城市漫游,夏季,5,1,688,是,5,5月去的玄素洞景区，和朋友出行。地点在咸宁，公交换乘方便，现场人不算多。这次玩了1天，人均花费约688元，历史文化气息浓。景点印象：玄素洞是咸宁市首家国家AA级旅游景区。位于雪峰山下、陆水湖畔。因远古时有一玄素真人在此修炼而得名。洞长难度量。据《大清一统志》载：旧时有好事者裹粮入，信步趋出，相距百里余。该溶洞洞道幽深，千姿百态的钟乳石遍布洞中。目前已开发三千余米…整体感受是超出预期，以后还会来。二刷意愿：是。,3%,87
TR024235,洪江古商城,怀化,湖南,亲子出游,夏季,3,1,326,否,4,3月去的洪江古商城，和家人出行。地点在怀化，自驾停车需要提前规划，现场游客较多。这次玩了1天，人均花费约326元，氛围感不错。景点印象：景点本身有一定特色整体感受是整体不错，推荐来看看。二刷意愿：否。,32%,95
TR024236,南山特产,邵阳,湖南,文化打卡,秋季,6,3,1143,否,4,"6月去的南山特产，和朋友出行。地点在邵阳，公交换乘方便，现场人流量适中。这次玩了3天，人均花费约1143元，拍照很出片。景点印象：南山奶粉
“南山”牌系列乳制品以“凉开水即溶，喝了不上火”蜚声全国，被誉为“南国净土里长出的绿色食品”，其中婴幼儿系列奶粉为“国家免检产品”。南山奶粉畅销全国近30个省、自治区、直辖市，成为全国奶粉行业十大畅销产品，在广大消费者的心…整体感受是还蛮满意，可以安排半天到一天。二刷意愿：否。",0%,91
TR024237,竹根峝主庙,屯昌,海南,文化打卡,秋季,8,1,435,是,5,8月去的竹根峝主庙，和朋友出行。地点在屯昌，打车比较省心，现场人流量适中。这次玩了1天，人均花费约435元，夜景表现很好。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,92
TR024238,厦门科技馆,厦门,福建,文化打卡,夏季,5,3,714,是,5,5月去的厦门科技馆，情侣出行。地点在厦门，公交换乘方便，现场人不算多。这次玩了3天，人均花费约714元，拍照很出片。景点印象：可以带孩子来这里感受新科技带来的乐趣，开拓孩子们的视野。整体感受是特别满意，很推荐。二刷意愿：是。,0%,102
TR024239,彩电塔夜市,沈阳,辽宁,深度游,夏季,3,4,1537,否,3,3月去的彩电塔夜市，情侣出行。地点在沈阳，打车比较省心，现场人不算多。这次玩了4天，人均花费约1537元，拍照很出片。景点印象：周边配套比较齐全整体感受是还可以，别抱太高期待。二刷意愿：否。,0%,42
TR024240,基层综合文化服务中心,四平,吉林,文化打卡,秋季,8,4,1340,是,5,8月去的基层综合文化服务中心，和家人出行。地点在四平，地铁到达方便，现场高峰时段比较拥挤。这次玩了4天，人均花费约1340元，夜景表现很好。景点印象：整体环境还算干净整体感受是超出预期，以后还会来。二刷意愿：是。,0%,75
TR024241,小连城,崇左,广西,拍照旅行,冬季,10,5,1125,否,4,10月去的小连城，和家人出行。地点在崇左，公交换乘方便，现场人不算多。这次玩了5天，人均花费约1125元，氛围感不错。景点印象：景点本身有一定特色整体感受是还蛮满意，推荐来看看。二刷意愿：否。,0%,116
TR024242,梅江公园,梅州,广东,周末短途,夏季,5,5,1161,否,5,5月去的梅江公园，和家人出行。地点在梅州，打车比较省心，现场游客较多。这次玩了5天，人均花费约1161元，拍照很出片。景点印象：整体环境还算干净整体感受是挺惊喜，以后还会来。二刷意愿：否。,0%,108
TR024243,康家石门子岩画,昌吉,新疆,城市漫游,夏季,4,1,551,否,5,4月去的康家石门子岩画，和朋友出行。地点在昌吉，自驾停车需要提前规划，现场高峰时段比较拥挤。这次玩了1天，人均花费约551元，拍照很出片。景点印象：整体环境还算干净整体感受是特别满意，值得专门打卡。二刷意愿：否。,0%,75
TR024244,翠湖,广安,四川,城市漫游,春季,12,1,297,是,3,12月去的翠湖，和家人出行。地点在广安，打车比较省心，现场人流量适中。这次玩了1天，人均花费约297元，历史文化气息浓。景点印象：景点本身有一定特色整体感受是还可以，避开高峰更好。二刷意愿：是。,0%,68
TR024245,罗目古镇,乐山,四川,周末短途,春季,2,1,80,是,5,2月去的罗目古镇，一个人出行。地点在乐山，地铁到达方便，现场人不算多。这次玩了1天，人均花费约80元，拍照很出片。景点印象：景点本身有一定特色整体感受是超出预期，以后还会来。二刷意愿：是。,0%,52
TR024246,叶赫风景名胜区,四平,吉林,文化打卡,冬季,9,1,206,是,5,"9月去的叶赫风景名胜区，一个人出行。地点在四平，地铁到达方便，现场人不算多。这次玩了1天，人均花费约206元，氛围感不错。景点印象：叶赫风景名胜区位于吉辽两省结合部，吉林省梨树县东南部――叶赫满族镇内，是连接开发区内山门、二龙湖风景区旅游线的纽带。总面积 68 平方公里，集满族历史文化特色与自然山水风光于一体，风格独特，是我国北方少有的旅游胜地。
叶赫，是满族的重…整体感受是挺惊喜，很推荐。二刷意愿：是。",0%,59
TR024247,南天门,滁州,安徽,城市漫游,春季,12,4,815,是,4,12月去的南天门，和朋友出行。地点在滁州，自驾停车需要提前规划，现场人流量适中。这次玩了4天，人均花费约815元，拍照很出片。景点印象：整体环境还算干净整体感受是整体不错，可以安排半天到一天。二刷意愿：是。,0%,73
TR024248,樟树市博物馆,宜春,江西,亲子出游,秋季,8,7,1906,是,5,8月去的樟树市博物馆，一个人出行。地点在宜春，公交换乘方便，现场人流量适中。这次玩了7天，人均花费约1906元，氛围感不错。景点印象：景点本身有一定特色整体感受是挺惊喜，很推荐。二刷意愿：是。,0%,100
TR024249,锣鼓山,广安,四川,周末短途,冬季,10,1,149,否,3,10月去的锣鼓山，情侣出行。地点在广安，地铁到达方便，现场人流量适中。这次玩了1天，人均花费约149元，氛围感不错。景点印象：整体环境还算干净整体感受是中规中矩，避开高峰更好。二刷意愿：否。,0%,41
TR024250,守望楼,贺州,广西,文化打卡,夏季,3,2,655,是,5,3月去的守望楼，和朋友出行。地点在贺州，打车比较省心，现场高峰时段比较拥挤。这次玩了2天，人均花费约655元，氛围感不错。景点印象：整体环境还算干净整体感受是挺惊喜，很推荐。二刷意愿：是。,10%,87
TR024251,黔灵山公园,贵阳,贵州,城市漫游,夏季,4,1,299,否,5,4月去的黔灵山公园，情侣出行。地点在贵阳，地铁到达方便，现场游客较多。这次玩了1天，人均花费约299元，氛围感不错。景点印象：贵阳有名的综合性公园，可去弘福寺礼佛、登瞰筑亭俯瞰城市。整体感受是特别满意，值得专门打卡。二刷意愿：否。,34%,53
